4	5	ACII	ACII
131	137	ICME	ICME
131	138	ICME	ICME
131	139	ICME	ICME
131	140	ICME	ICME
131	141	ICME	ICME
131	142	ICME	ICME
131	143	ICME	ICME
131	144	ICME	ICME
131	145	ICME	ICME
131	146	ICME	ICME
131	147	ICME	ICME
131	148	ICME	ICME
131	149	ICME	ICME
131	150	ICME	ICME
131	151	ICME	ICME
131	152	ICME	ICME
131	153	ICME	ICME
131	154	ICME	ICME
131	155	ICME	ICME
131	156	ICME	ICME
131	157	ICME	ICME
131	158	ICME	ICME
131	159	ICME	ICME
132	133	ICME	ICME
132	134	ICME	ICME
132	135	ICME	ICME
132	136	ICME	ICME
132	137	ICME	ICME
132	138	ICME	ICME
132	139	ICME	ICME
132	140	ICME	ICME
132	141	ICME	ICME
132	142	ICME	ICME
132	143	ICME	ICME
132	144	ICME	ICME
132	145	ICME	ICME
132	146	ICME	ICME
132	147	ICME	ICME
132	148	ICME	ICME
132	149	ICME	ICME
132	150	ICME	ICME
132	151	ICME	ICME
132	152	ICME	ICME
132	153	ICME	ICME
132	154	ICME	ICME
132	155	ICME	ICME
132	156	ICME	ICME
132	157	ICME	ICME
132	158	ICME	ICME
132	159	ICME	ICME
133	134	ICME	ICME
133	135	ICME	ICME
133	136	ICME	ICME
133	137	ICME	ICME
133	138	ICME	ICME
133	139	ICME	ICME
133	140	ICME	ICME
133	141	ICME	ICME
133	142	ICME	ICME
133	143	ICME	ICME
133	144	ICME	ICME
133	145	ICME	ICME
133	146	ICME	ICME
133	147	ICME	ICME
133	148	ICME	ICME
133	149	ICME	ICME
133	150	ICME	ICME
133	151	ICME	ICME
133	152	ICME	ICME
133	153	ICME	ICME
133	154	ICME	ICME
133	155	ICME	ICME
133	156	ICME	ICME
133	157	ICME	ICME
133	158	ICME	ICME
133	159	ICME	ICME
134	135	ICME	ICME
134	136	ICME	ICME
134	137	ICME	ICME
134	138	ICME	ICME
134	139	ICME	ICME
134	140	ICME	ICME
134	141	ICME	ICME
134	142	ICME	ICME
134	143	ICME	ICME
134	144	ICME	ICME
134	145	ICME	ICME
134	146	ICME	ICME
134	147	ICME	ICME
134	148	ICME	ICME
134	149	ICME	ICME
134	150	ICME	ICME
134	151	ICME	ICME
134	152	ICME	ICME
134	153	ICME	ICME
134	154	ICME	ICME
134	155	ICME	ICME
134	156	ICME	ICME
134	157	ICME	ICME
134	158	ICME	ICME
134	159	ICME	ICME
135	136	ICME	ICME
135	137	ICME	ICME
135	138	ICME	ICME
135	139	ICME	ICME
135	140	ICME	ICME
135	141	ICME	ICME
135	142	ICME	ICME
135	143	ICME	ICME
135	144	ICME	ICME
135	145	ICME	ICME
135	146	ICME	ICME
135	147	ICME	ICME
135	148	ICME	ICME
135	149	ICME	ICME
135	150	ICME	ICME
135	151	ICME	ICME
135	152	ICME	ICME
135	153	ICME	ICME
135	154	ICME	ICME
135	155	ICME	ICME
135	156	ICME	ICME
135	157	ICME	ICME
135	158	ICME	ICME
135	159	ICME	ICME
136	137	ICME	ICME
136	138	ICME	ICME
136	139	ICME	ICME
136	140	ICME	ICME
136	141	ICME	ICME
136	142	ICME	ICME
136	143	ICME	ICME
136	144	ICME	ICME
136	145	ICME	ICME
136	146	ICME	ICME
136	147	ICME	ICME
136	148	ICME	ICME
136	149	ICME	ICME
136	150	ICME	ICME
136	151	ICME	ICME
136	152	ICME	ICME
136	153	ICME	ICME
136	154	ICME	ICME
136	155	ICME	ICME
136	156	ICME	ICME
136	157	ICME	ICME
136	158	ICME	ICME
136	159	ICME	ICME
137	138	ICME	ICME
137	139	ICME	ICME
137	140	ICME	ICME
137	141	ICME	ICME
137	142	ICME	ICME
137	143	ICME	ICME
137	144	ICME	ICME
137	145	ICME	ICME
137	146	ICME	ICME
137	147	ICME	ICME
137	148	ICME	ICME
137	149	ICME	ICME
137	150	ICME	ICME
137	151	ICME	ICME
137	152	ICME	ICME
137	153	ICME	ICME
137	154	ICME	ICME
137	155	ICME	ICME
137	156	ICME	ICME
137	157	ICME	ICME
137	158	ICME	ICME
137	159	ICME	ICME
138	139	ICME	ICME
138	140	ICME	ICME
138	141	ICME	ICME
138	142	ICME	ICME
138	143	ICME	ICME
138	144	ICME	ICME
138	145	ICME	ICME
138	146	ICME	ICME
138	147	ICME	ICME
138	148	ICME	ICME
138	149	ICME	ICME
138	150	ICME	ICME
138	151	ICME	ICME
138	152	ICME	ICME
138	153	ICME	ICME
138	154	ICME	ICME
138	155	ICME	ICME
138	156	ICME	ICME
138	157	ICME	ICME
138	158	ICME	ICME
138	159	ICME	ICME
139	140	ICME	ICME
139	141	ICME	ICME
139	142	ICME	ICME
139	143	ICME	ICME
139	144	ICME	ICME
139	145	ICME	ICME
139	146	ICME	ICME
139	147	ICME	ICME
139	148	ICME	ICME
139	149	ICME	ICME
139	150	ICME	ICME
139	151	ICME	ICME
139	152	ICME	ICME
139	153	ICME	ICME
139	154	ICME	ICME
139	155	ICME	ICME
139	156	ICME	ICME
139	157	ICME	ICME
139	158	ICME	ICME
139	159	ICME	ICME
140	141	ICME	ICME
140	142	ICME	ICME
140	143	ICME	ICME
140	144	ICME	ICME
140	145	ICME	ICME
140	146	ICME	ICME
140	147	ICME	ICME
140	148	ICME	ICME
140	149	ICME	ICME
140	150	ICME	ICME
140	151	ICME	ICME
140	152	ICME	ICME
140	153	ICME	ICME
140	154	ICME	ICME
140	155	ICME	ICME
140	156	ICME	ICME
140	157	ICME	ICME
140	158	ICME	ICME
140	159	ICME	ICME
141	142	ICME	ICME
141	143	ICME	ICME
141	144	ICME	ICME
141	145	ICME	ICME
141	146	ICME	ICME
141	147	ICME	ICME
141	148	ICME	ICME
141	149	ICME	ICME
141	150	ICME	ICME
141	151	ICME	ICME
141	152	ICME	ICME
141	153	ICME	ICME
141	154	ICME	ICME
141	155	ICME	ICME
141	156	ICME	ICME
141	157	ICME	ICME
141	158	ICME	ICME
141	159	ICME	ICME
142	143	ICME	ICME
142	144	ICME	ICME
142	145	ICME	ICME
142	146	ICME	ICME
142	147	ICME	ICME
142	148	ICME	ICME
142	149	ICME	ICME
142	150	ICME	ICME
142	151	ICME	ICME
142	152	ICME	ICME
142	153	ICME	ICME
142	154	ICME	ICME
142	155	ICME	ICME
142	156	ICME	ICME
142	157	ICME	ICME
142	158	ICME	ICME
142	159	ICME	ICME
143	144	ICME	ICME
143	145	ICME	ICME
143	146	ICME	ICME
143	147	ICME	ICME
143	148	ICME	ICME
143	149	ICME	ICME
143	150	ICME	ICME
143	151	ICME	ICME
143	152	ICME	ICME
143	153	ICME	ICME
143	154	ICME	ICME
143	155	ICME	ICME
143	156	ICME	ICME
143	157	ICME	ICME
143	158	ICME	ICME
143	159	ICME	ICME
144	145	ICME	ICME
144	146	ICME	ICME
144	147	ICME	ICME
144	148	ICME	ICME
144	149	ICME	ICME
144	150	ICME	ICME
144	151	ICME	ICME
144	152	ICME	ICME
144	153	ICME	ICME
144	154	ICME	ICME
144	155	ICME	ICME
144	156	ICME	ICME
144	157	ICME	ICME
144	158	ICME	ICME
144	159	ICME	ICME
145	146	ICME	ICME
145	147	ICME	ICME
145	148	ICME	ICME
145	149	ICME	ICME
145	150	ICME	ICME
145	151	ICME	ICME
145	152	ICME	ICME
145	153	ICME	ICME
145	154	ICME	ICME
145	155	ICME	ICME
145	156	ICME	ICME
145	157	ICME	ICME
145	158	ICME	ICME
145	159	ICME	ICME
146	147	ICME	ICME
146	148	ICME	ICME
146	149	ICME	ICME
146	150	ICME	ICME
146	151	ICME	ICME
146	152	ICME	ICME
146	153	ICME	ICME
146	154	ICME	ICME
146	155	ICME	ICME
146	156	ICME	ICME
146	157	ICME	ICME
146	158	ICME	ICME
146	159	ICME	ICME
147	148	ICME	ICME
147	149	ICME	ICME
147	150	ICME	ICME
147	151	ICME	ICME
147	152	ICME	ICME
147	153	ICME	ICME
147	154	ICME	ICME
147	155	ICME	ICME
147	156	ICME	ICME
147	157	ICME	ICME
147	158	ICME	ICME
147	159	ICME	ICME
148	149	ICME	ICME
148	150	ICME	ICME
148	151	ICME	ICME
148	152	ICME	ICME
148	153	ICME	ICME
148	154	ICME	ICME
148	155	ICME	ICME
148	156	ICME	ICME
148	157	ICME	ICME
148	158	ICME	ICME
148	159	ICME	ICME
149	150	ICME	ICME
149	151	ICME	ICME
149	152	ICME	ICME
149	153	ICME	ICME
149	154	ICME	ICME
149	155	ICME	ICME
149	156	ICME	ICME
149	157	ICME	ICME
149	158	ICME	ICME
149	159	ICME	ICME
150	151	ICME	ICME
150	152	ICME	ICME
150	153	ICME	ICME
150	154	ICME	ICME
150	155	ICME	ICME
150	156	ICME	ICME
150	157	ICME	ICME
150	158	ICME	ICME
150	159	ICME	ICME
151	152	ICME	ICME
151	153	ICME	ICME
151	154	ICME	ICME
151	155	ICME	ICME
151	156	ICME	ICME
151	157	ICME	ICME
151	158	ICME	ICME
151	159	ICME	ICME
152	153	ICME	ICME
152	154	ICME	ICME
152	155	ICME	ICME
152	156	ICME	ICME
152	157	ICME	ICME
152	158	ICME	ICME
152	159	ICME	ICME
153	154	ICME	ICME
153	155	ICME	ICME
153	156	ICME	ICME
153	157	ICME	ICME
153	158	ICME	ICME
153	159	ICME	ICME
154	155	ICME	ICME
154	156	ICME	ICME
154	157	ICME	ICME
154	158	ICME	ICME
154	159	ICME	ICME
155	156	ICME	ICME
155	157	ICME	ICME
155	158	ICME	ICME
155	159	ICME	ICME
156	157	ICME	ICME
156	158	ICME	ICME
156	159	ICME	ICME
157	158	ICME	ICME
157	159	ICME	ICME
158	159	ICME	ICME
160	161	ICMI	ICMI
160	162	ICMI	ICMI
160	163	ICMI	ICMI
160	164	ICMI	ICMI
160	165	ICMI	ICMI
160	166	ICMI	ICMI
160	167	ICMI	ICMI
160	168	ICMI	ICMI
160	169	ICMI	ICMI
160	170	ICMI	ICMI
161	162	ICMI	ICMI
161	163	ICMI	ICMI
161	164	ICMI	ICMI
161	165	ICMI	ICMI
161	166	ICMI	ICMI
161	167	ICMI	ICMI
161	168	ICMI	ICMI
161	169	ICMI	ICMI
161	170	ICMI	ICMI
162	163	ICMI	ICMI
162	164	ICMI	ICMI
162	165	ICMI	ICMI
162	166	ICMI	ICMI
162	167	ICMI	ICMI
162	168	ICMI	ICMI
162	169	ICMI	ICMI
162	170	ICMI	ICMI
163	164	ICMI	ICMI
163	165	ICMI	ICMI
163	166	ICMI	ICMI
163	167	ICMI	ICMI
163	168	ICMI	ICMI
163	169	ICMI	ICMI
163	170	ICMI	ICMI
164	165	ICMI	ICMI
164	166	ICMI	ICMI
164	167	ICMI	ICMI
164	168	ICMI	ICMI
164	169	ICMI	ICMI
164	170	ICMI	ICMI
165	166	ICMI	ICMI
165	167	ICMI	ICMI
165	168	ICMI	ICMI
165	169	ICMI	ICMI
165	170	ICMI	ICMI
166	167	ICMI	ICMI
166	168	ICMI	ICMI
166	169	ICMI	ICMI
166	170	ICMI	ICMI
167	168	ICMI	ICMI
167	169	ICMI	ICMI
167	170	ICMI	ICMI
168	169	ICMI	ICMI
168	170	ICMI	ICMI
169	170	ICMI	ICMI
174	177	ICPR (3)	ICPR (3)
174	179	ICPR (3)	ICPR (3)
174	186	ICPR (3)	ICPR (3)
174	188	ICPR (3)	ICPR (3)
174	191	ICPR (3)	ICPR (3)
174	195	ICPR (3)	ICPR (3)
174	199	ICPR (3)	ICPR
174	200	ICPR (3)	ICPR
174	201	ICPR (3)	ICPR
174	202	ICPR (3)	ICPR
174	203	ICPR (3)	ICPR
174	204	ICPR (3)	ICPR
174	205	ICPR (3)	ICPR
174	206	ICPR (3)	ICPR
174	207	ICPR (3)	ICPR
175	176	ICPR (2)	ICPR (2)
175	182	ICPR (2)	ICPR (2)
175	183	ICPR (2)	ICPR (2)
175	184	ICPR (2)	ICPR (2)
175	185	ICPR (2)	ICPR (2)
175	190	ICPR (2)	ICPR (2)
175	197	ICPR (2)	ICPR (2)
175	199	ICPR (2)	ICPR
175	200	ICPR (2)	ICPR
175	201	ICPR (2)	ICPR
175	202	ICPR (2)	ICPR
175	203	ICPR (2)	ICPR
175	204	ICPR (2)	ICPR
175	205	ICPR (2)	ICPR
175	206	ICPR (2)	ICPR
175	207	ICPR (2)	ICPR
176	182	ICPR (2)	ICPR (2)
176	183	ICPR (2)	ICPR (2)
176	184	ICPR (2)	ICPR (2)
176	185	ICPR (2)	ICPR (2)
176	190	ICPR (2)	ICPR (2)
176	197	ICPR (2)	ICPR (2)
176	199	ICPR (2)	ICPR
176	200	ICPR (2)	ICPR
176	201	ICPR (2)	ICPR
176	202	ICPR (2)	ICPR
176	203	ICPR (2)	ICPR
176	204	ICPR (2)	ICPR
176	205	ICPR (2)	ICPR
176	206	ICPR (2)	ICPR
176	207	ICPR (2)	ICPR
177	179	ICPR (3)	ICPR (3)
177	186	ICPR (3)	ICPR (3)
177	188	ICPR (3)	ICPR (3)
177	191	ICPR (3)	ICPR (3)
177	195	ICPR (3)	ICPR (3)
177	199	ICPR (3)	ICPR
177	200	ICPR (3)	ICPR
177	201	ICPR (3)	ICPR
177	202	ICPR (3)	ICPR
177	203	ICPR (3)	ICPR
177	204	ICPR (3)	ICPR
177	205	ICPR (3)	ICPR
177	206	ICPR (3)	ICPR
177	207	ICPR (3)	ICPR
178	180	ICPR (4)	ICPR (4)
178	189	ICPR (4)	ICPR (4)
178	196	ICPR (4)	ICPR (4)
178	199	ICPR (4)	ICPR
178	200	ICPR (4)	ICPR
178	201	ICPR (4)	ICPR
178	202	ICPR (4)	ICPR
178	203	ICPR (4)	ICPR
178	204	ICPR (4)	ICPR
178	205	ICPR (4)	ICPR
178	206	ICPR (4)	ICPR
178	207	ICPR (4)	ICPR
179	186	ICPR (3)	ICPR (3)
179	188	ICPR (3)	ICPR (3)
179	191	ICPR (3)	ICPR (3)
179	195	ICPR (3)	ICPR (3)
179	199	ICPR (3)	ICPR
179	200	ICPR (3)	ICPR
179	201	ICPR (3)	ICPR
179	202	ICPR (3)	ICPR
179	203	ICPR (3)	ICPR
179	204	ICPR (3)	ICPR
179	205	ICPR (3)	ICPR
179	206	ICPR (3)	ICPR
179	207	ICPR (3)	ICPR
180	189	ICPR (4)	ICPR (4)
180	196	ICPR (4)	ICPR (4)
180	199	ICPR (4)	ICPR
180	200	ICPR (4)	ICPR
180	201	ICPR (4)	ICPR
180	202	ICPR (4)	ICPR
180	203	ICPR (4)	ICPR
180	204	ICPR (4)	ICPR
180	205	ICPR (4)	ICPR
180	206	ICPR (4)	ICPR
180	207	ICPR (4)	ICPR
181	187	ICPR (1)	ICPR (1)
181	192	ICPR (1)	ICPR (1)
181	193	ICPR (1)	ICPR (1)
181	194	ICPR (1)	ICPR (1)
181	198	ICPR (1)	ICPR (1)
181	199	ICPR (1)	ICPR
181	200	ICPR (1)	ICPR
181	201	ICPR (1)	ICPR
181	202	ICPR (1)	ICPR
181	203	ICPR (1)	ICPR
181	204	ICPR (1)	ICPR
181	205	ICPR (1)	ICPR
181	206	ICPR (1)	ICPR
181	207	ICPR (1)	ICPR
182	183	ICPR (2)	ICPR (2)
182	184	ICPR (2)	ICPR (2)
182	185	ICPR (2)	ICPR (2)
182	190	ICPR (2)	ICPR (2)
182	197	ICPR (2)	ICPR (2)
182	199	ICPR (2)	ICPR
182	200	ICPR (2)	ICPR
182	201	ICPR (2)	ICPR
182	202	ICPR (2)	ICPR
182	203	ICPR (2)	ICPR
182	204	ICPR (2)	ICPR
182	205	ICPR (2)	ICPR
182	206	ICPR (2)	ICPR
182	207	ICPR (2)	ICPR
183	184	ICPR (2)	ICPR (2)
183	185	ICPR (2)	ICPR (2)
183	190	ICPR (2)	ICPR (2)
183	197	ICPR (2)	ICPR (2)
183	199	ICPR (2)	ICPR
183	200	ICPR (2)	ICPR
183	201	ICPR (2)	ICPR
183	202	ICPR (2)	ICPR
183	203	ICPR (2)	ICPR
183	204	ICPR (2)	ICPR
183	205	ICPR (2)	ICPR
183	206	ICPR (2)	ICPR
183	207	ICPR (2)	ICPR
184	185	ICPR (2)	ICPR (2)
184	190	ICPR (2)	ICPR (2)
184	197	ICPR (2)	ICPR (2)
184	199	ICPR (2)	ICPR
184	200	ICPR (2)	ICPR
184	201	ICPR (2)	ICPR
184	202	ICPR (2)	ICPR
184	203	ICPR (2)	ICPR
184	204	ICPR (2)	ICPR
184	205	ICPR (2)	ICPR
184	206	ICPR (2)	ICPR
184	207	ICPR (2)	ICPR
185	190	ICPR (2)	ICPR (2)
185	197	ICPR (2)	ICPR (2)
185	199	ICPR (2)	ICPR
185	200	ICPR (2)	ICPR
185	201	ICPR (2)	ICPR
185	202	ICPR (2)	ICPR
185	203	ICPR (2)	ICPR
185	204	ICPR (2)	ICPR
185	205	ICPR (2)	ICPR
185	206	ICPR (2)	ICPR
185	207	ICPR (2)	ICPR
186	188	ICPR (3)	ICPR (3)
186	191	ICPR (3)	ICPR (3)
186	195	ICPR (3)	ICPR (3)
186	199	ICPR (3)	ICPR
186	200	ICPR (3)	ICPR
186	201	ICPR (3)	ICPR
186	202	ICPR (3)	ICPR
186	203	ICPR (3)	ICPR
186	204	ICPR (3)	ICPR
186	205	ICPR (3)	ICPR
186	206	ICPR (3)	ICPR
186	207	ICPR (3)	ICPR
187	192	ICPR (1)	ICPR (1)
187	193	ICPR (1)	ICPR (1)
187	194	ICPR (1)	ICPR (1)
187	198	ICPR (1)	ICPR (1)
187	199	ICPR (1)	ICPR
187	200	ICPR (1)	ICPR
187	201	ICPR (1)	ICPR
187	202	ICPR (1)	ICPR
187	203	ICPR (1)	ICPR
187	204	ICPR (1)	ICPR
187	205	ICPR (1)	ICPR
187	206	ICPR (1)	ICPR
187	207	ICPR (1)	ICPR
188	191	ICPR (3)	ICPR (3)
188	195	ICPR (3)	ICPR (3)
188	199	ICPR (3)	ICPR
188	200	ICPR (3)	ICPR
188	201	ICPR (3)	ICPR
188	202	ICPR (3)	ICPR
188	203	ICPR (3)	ICPR
188	204	ICPR (3)	ICPR
188	205	ICPR (3)	ICPR
188	206	ICPR (3)	ICPR
188	207	ICPR (3)	ICPR
189	196	ICPR (4)	ICPR (4)
189	199	ICPR (4)	ICPR
189	200	ICPR (4)	ICPR
189	201	ICPR (4)	ICPR
189	202	ICPR (4)	ICPR
189	203	ICPR (4)	ICPR
189	204	ICPR (4)	ICPR
189	205	ICPR (4)	ICPR
189	206	ICPR (4)	ICPR
189	207	ICPR (4)	ICPR
190	197	ICPR (2)	ICPR (2)
190	199	ICPR (2)	ICPR
190	200	ICPR (2)	ICPR
190	201	ICPR (2)	ICPR
190	202	ICPR (2)	ICPR
190	203	ICPR (2)	ICPR
190	204	ICPR (2)	ICPR
190	205	ICPR (2)	ICPR
190	206	ICPR (2)	ICPR
190	207	ICPR (2)	ICPR
191	195	ICPR (3)	ICPR (3)
191	199	ICPR (3)	ICPR
191	200	ICPR (3)	ICPR
191	201	ICPR (3)	ICPR
191	202	ICPR (3)	ICPR
191	203	ICPR (3)	ICPR
191	204	ICPR (3)	ICPR
191	205	ICPR (3)	ICPR
191	206	ICPR (3)	ICPR
191	207	ICPR (3)	ICPR
192	193	ICPR (1)	ICPR (1)
192	194	ICPR (1)	ICPR (1)
192	198	ICPR (1)	ICPR (1)
192	199	ICPR (1)	ICPR
192	200	ICPR (1)	ICPR
192	201	ICPR (1)	ICPR
192	202	ICPR (1)	ICPR
192	203	ICPR (1)	ICPR
192	204	ICPR (1)	ICPR
192	205	ICPR (1)	ICPR
192	206	ICPR (1)	ICPR
192	207	ICPR (1)	ICPR
193	194	ICPR (1)	ICPR (1)
193	198	ICPR (1)	ICPR (1)
193	199	ICPR (1)	ICPR
193	200	ICPR (1)	ICPR
193	201	ICPR (1)	ICPR
193	202	ICPR (1)	ICPR
193	203	ICPR (1)	ICPR
193	204	ICPR (1)	ICPR
193	205	ICPR (1)	ICPR
193	206	ICPR (1)	ICPR
193	207	ICPR (1)	ICPR
194	198	ICPR (1)	ICPR (1)
194	199	ICPR (1)	ICPR
194	200	ICPR (1)	ICPR
194	201	ICPR (1)	ICPR
194	202	ICPR (1)	ICPR
194	203	ICPR (1)	ICPR
194	204	ICPR (1)	ICPR
194	205	ICPR (1)	ICPR
194	206	ICPR (1)	ICPR
194	207	ICPR (1)	ICPR
195	199	ICPR (3)	ICPR
195	200	ICPR (3)	ICPR
195	201	ICPR (3)	ICPR
195	202	ICPR (3)	ICPR
195	203	ICPR (3)	ICPR
195	204	ICPR (3)	ICPR
195	205	ICPR (3)	ICPR
195	206	ICPR (3)	ICPR
195	207	ICPR (3)	ICPR
196	199	ICPR (4)	ICPR
196	200	ICPR (4)	ICPR
196	201	ICPR (4)	ICPR
196	202	ICPR (4)	ICPR
196	203	ICPR (4)	ICPR
196	204	ICPR (4)	ICPR
196	205	ICPR (4)	ICPR
196	206	ICPR (4)	ICPR
196	207	ICPR (4)	ICPR
197	199	ICPR (2)	ICPR
197	200	ICPR (2)	ICPR
197	201	ICPR (2)	ICPR
197	202	ICPR (2)	ICPR
197	203	ICPR (2)	ICPR
197	204	ICPR (2)	ICPR
197	205	ICPR (2)	ICPR
197	206	ICPR (2)	ICPR
197	207	ICPR (2)	ICPR
198	199	ICPR (1)	ICPR
198	200	ICPR (1)	ICPR
198	201	ICPR (1)	ICPR
198	202	ICPR (1)	ICPR
198	203	ICPR (1)	ICPR
198	204	ICPR (1)	ICPR
198	205	ICPR (1)	ICPR
198	206	ICPR (1)	ICPR
198	207	ICPR (1)	ICPR
199	200	ICPR	ICPR
199	201	ICPR	ICPR
199	202	ICPR	ICPR
199	203	ICPR	ICPR
199	204	ICPR	ICPR
199	205	ICPR	ICPR
199	206	ICPR	ICPR
199	207	ICPR	ICPR
200	201	ICPR	ICPR
200	202	ICPR	ICPR
200	203	ICPR	ICPR
200	204	ICPR	ICPR
200	205	ICPR	ICPR
200	206	ICPR	ICPR
200	207	ICPR	ICPR
201	202	ICPR	ICPR
201	203	ICPR	ICPR
201	204	ICPR	ICPR
201	205	ICPR	ICPR
201	206	ICPR	ICPR
201	207	ICPR	ICPR
202	203	ICPR	ICPR
202	204	ICPR	ICPR
202	205	ICPR	ICPR
202	206	ICPR	ICPR
202	207	ICPR	ICPR
203	204	ICPR	ICPR
203	205	ICPR	ICPR
203	206	ICPR	ICPR
203	207	ICPR	ICPR
204	205	ICPR	ICPR
204	206	ICPR	ICPR
204	207	ICPR	ICPR
205	206	ICPR	ICPR
205	207	ICPR	ICPR
206	207	ICPR	ICPR
210	211	IDEAL	IDEAL
210	212	IDEAL	IDEAL
211	212	IDEAL	IDEAL
213	214	IJCNN	IJCNN
213	215	IJCNN	IJCNN
214	215	IJCNN	IJCNN
218	221	ISCAS (2)	ISCAS (2)
218	224	ISCAS (2)	ISCAS (2)
218	225	ISCAS (2)	ISCAS (2)
218	226	ISCAS (2)	ISCAS (2)
218	228	ISCAS (2)	ISCAS
218	229	ISCAS (2)	ISCAS
218	230	ISCAS (2)	ISCAS
218	231	ISCAS (2)	ISCAS
218	232	ISCAS (2)	ISCAS
218	233	ISCAS (2)	ISCAS
218	234	ISCAS (2)	ISCAS
218	235	ISCAS (2)	ISCAS
218	236	ISCAS (2)	ISCAS
218	237	ISCAS (2)	ISCAS
218	242	ISCAS (2)	ISCAS
218	243	ISCAS (2)	ISCAS
219	223	ISCAS (3)	ISCAS (3)
219	227	ISCAS (3)	ISCAS (3)
219	228	ISCAS (3)	ISCAS
219	229	ISCAS (3)	ISCAS
219	230	ISCAS (3)	ISCAS
219	231	ISCAS (3)	ISCAS
219	232	ISCAS (3)	ISCAS
219	233	ISCAS (3)	ISCAS
219	234	ISCAS (3)	ISCAS
219	235	ISCAS (3)	ISCAS
219	236	ISCAS (3)	ISCAS
219	237	ISCAS (3)	ISCAS
219	242	ISCAS (3)	ISCAS
219	243	ISCAS (3)	ISCAS
220	228	ISCAS (1)	ISCAS
220	229	ISCAS (1)	ISCAS
220	230	ISCAS (1)	ISCAS
220	231	ISCAS (1)	ISCAS
220	232	ISCAS (1)	ISCAS
220	233	ISCAS (1)	ISCAS
220	234	ISCAS (1)	ISCAS
220	235	ISCAS (1)	ISCAS
220	236	ISCAS (1)	ISCAS
220	237	ISCAS (1)	ISCAS
220	242	ISCAS (1)	ISCAS
220	243	ISCAS (1)	ISCAS
221	224	ISCAS (2)	ISCAS (2)
221	225	ISCAS (2)	ISCAS (2)
221	226	ISCAS (2)	ISCAS (2)
221	228	ISCAS (2)	ISCAS
221	229	ISCAS (2)	ISCAS
221	230	ISCAS (2)	ISCAS
221	231	ISCAS (2)	ISCAS
221	232	ISCAS (2)	ISCAS
221	233	ISCAS (2)	ISCAS
221	234	ISCAS (2)	ISCAS
221	235	ISCAS (2)	ISCAS
221	236	ISCAS (2)	ISCAS
221	237	ISCAS (2)	ISCAS
221	242	ISCAS (2)	ISCAS
221	243	ISCAS (2)	ISCAS
222	228	ISCAS (4)	ISCAS
222	229	ISCAS (4)	ISCAS
222	230	ISCAS (4)	ISCAS
222	231	ISCAS (4)	ISCAS
222	232	ISCAS (4)	ISCAS
222	233	ISCAS (4)	ISCAS
222	234	ISCAS (4)	ISCAS
222	235	ISCAS (4)	ISCAS
222	236	ISCAS (4)	ISCAS
222	237	ISCAS (4)	ISCAS
222	238	ISCAS (4)	ISCAS (4)
222	239	ISCAS (4)	ISCAS (4)
222	240	ISCAS (4)	ISCAS (4)
222	241	ISCAS (4)	ISCAS (4)
222	242	ISCAS (4)	ISCAS
222	243	ISCAS (4)	ISCAS
223	227	ISCAS (3)	ISCAS (3)
223	228	ISCAS (3)	ISCAS
223	229	ISCAS (3)	ISCAS
223	230	ISCAS (3)	ISCAS
223	231	ISCAS (3)	ISCAS
223	232	ISCAS (3)	ISCAS
223	233	ISCAS (3)	ISCAS
223	234	ISCAS (3)	ISCAS
223	235	ISCAS (3)	ISCAS
223	236	ISCAS (3)	ISCAS
223	237	ISCAS (3)	ISCAS
223	242	ISCAS (3)	ISCAS
223	243	ISCAS (3)	ISCAS
224	225	ISCAS (2)	ISCAS (2)
224	226	ISCAS (2)	ISCAS (2)
224	228	ISCAS (2)	ISCAS
224	229	ISCAS (2)	ISCAS
224	230	ISCAS (2)	ISCAS
224	231	ISCAS (2)	ISCAS
224	232	ISCAS (2)	ISCAS
224	233	ISCAS (2)	ISCAS
224	234	ISCAS (2)	ISCAS
224	235	ISCAS (2)	ISCAS
224	236	ISCAS (2)	ISCAS
224	237	ISCAS (2)	ISCAS
224	242	ISCAS (2)	ISCAS
224	243	ISCAS (2)	ISCAS
225	226	ISCAS (2)	ISCAS (2)
225	228	ISCAS (2)	ISCAS
225	229	ISCAS (2)	ISCAS
225	230	ISCAS (2)	ISCAS
225	231	ISCAS (2)	ISCAS
225	232	ISCAS (2)	ISCAS
225	233	ISCAS (2)	ISCAS
225	234	ISCAS (2)	ISCAS
225	235	ISCAS (2)	ISCAS
225	236	ISCAS (2)	ISCAS
225	237	ISCAS (2)	ISCAS
225	242	ISCAS (2)	ISCAS
225	243	ISCAS (2)	ISCAS
226	228	ISCAS (2)	ISCAS
226	229	ISCAS (2)	ISCAS
226	230	ISCAS (2)	ISCAS
226	231	ISCAS (2)	ISCAS
226	232	ISCAS (2)	ISCAS
226	233	ISCAS (2)	ISCAS
226	234	ISCAS (2)	ISCAS
226	235	ISCAS (2)	ISCAS
226	236	ISCAS (2)	ISCAS
226	237	ISCAS (2)	ISCAS
226	242	ISCAS (2)	ISCAS
226	243	ISCAS (2)	ISCAS
227	228	ISCAS (3)	ISCAS
227	229	ISCAS (3)	ISCAS
227	230	ISCAS (3)	ISCAS
227	231	ISCAS (3)	ISCAS
227	232	ISCAS (3)	ISCAS
227	233	ISCAS (3)	ISCAS
227	234	ISCAS (3)	ISCAS
227	235	ISCAS (3)	ISCAS
